occurrence_id,word,source_type,cue_index,paragraph_clip_index,sentence_clip_index,word_index_in_sentence,sentence_segment_start_main,sentence_segment_end_main,paragraph_segment_start_main,paragraph_segment_end_main,main_video_start,main_video_end,relative_sentence_clip_start,relative_sentence_clip_end,relative_paragraph_clip_start,relative_paragraph_clip_end,sentence_clip_src,paragraph_clip_src,timing_status,sentence_text,paragraph_text,notes
46,disabled,paragraph,0,0,2,24,28.3333,40,16.6667,40,37.3656,37.7419,9.0323,9.4086,20.6989,21.0752,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
47,people,paragraph,0,0,2,25,28.3333,40,16.6667,40,37.7419,38.1183,9.4086,9.785,21.0752,21.4516,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
48,autonomy,paragraph,0,0,2,26,28.3333,40,16.6667,40,38.1183,38.4946,9.785,10.1613,21.4516,21.8279,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
49,and,paragraph,0,0,2,27,28.3333,40,16.6667,40,38.4946,38.871,10.1613,10.5377,21.8279,22.2043,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
50,right,paragraph,0,0,2,28,28.3333,40,16.6667,40,38.871,39.2473,10.5377,10.914,22.2043,22.5806,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
51,to,paragraph,0,0,2,29,28.3333,40,16.6667,40,39.2473,39.6237,10.914,11.2904,22.5806,22.957,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
52,consent,paragraph,0,0,2,30,28.3333,40,16.6667,40,39.6237,40,11.2904,11.6667,22.957,23.3333,segments/sentences/sent_2.mp4,segments/paragraphs/para_0.mp4,estimated-needs-review,"This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.","These recommendations are to be used in addition to/in conjunction with the Access Suggestions for Public Events. This work is ideally done from a deeper political commitment to disability justice, or at least a critique of ableism and an understanding of disabled people’s autonomy and right to consent.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
53,know,bullet-0,1,1,3,0,40,64,40,64,40,42.1818,0,2.1818,0,2.1818,segments/sentences/sent_3.mp4,segments/paragraphs/para_1.mp4,estimated-needs-review,Know the difference between useful access support and patronizing ableist abuse!,Know the difference between useful access support and patronizing ableist abuse!,Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
54,the,bullet-0,1,1,3,1,40,64,40,64,42.1818,44.3636,2.1818,4.3636,2.1818,4.3636,segments/sentences/sent_3.mp4,segments/paragraphs/para_1.mp4,estimated-needs-review,Know the difference between useful access support and patronizing ableist abuse!,Know the difference between useful access support and patronizing ableist abuse!,Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
55,difference,bullet-0,1,1,3,2,40,64,40,64,44.3636,46.5455,4.3636,6.5455,4.3636,6.5455,segments/sentences/sent_3.mp4,segments/paragraphs/para_1.mp4,estimated-needs-review,Know the difference between useful access support and patronizing ableist abuse!,Know the difference between useful access support and patronizing ableist abuse!,Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
56,between,bullet-0,1,1,3,3,40,64,40,64,46.5455,48.7273,6.5455,8.7273,6.5455,8.7273,segments/sentences/sent_3.mp4,segments/paragraphs/para_1.mp4,estimated-needs-review,Know the difference between useful access support and patronizing ableist abuse!,Know the difference between useful access support and patronizing ableist abuse!,Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
57,useful,bullet-0,1,1,3,4,40,64,40,64,48.7273,50.9091,8.7273,10.9091,8.7273,10.9091,segments/sentences/sent_3.mp4,segments/paragraphs/para_1.mp4,estimated-needs-review,Know the difference between useful access support and patronizing ableist abuse!,Know the difference between useful access support and patronizing ableist abuse!,Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
